"","sample_year","cruise_id","event_code","station_id","master_station_name","gear","gear_performance","tow_type","nbs_strata","oceanographic_domain","large_marine_ecosystem","region","eq_time","eq_latitude","eq_longitude","gear_in_time","gear_in_latitude","gear_in_longitude","gear_out_time","gear_out_latitude","gear_out_longitude","haulback_time","haulback_latitude","haulback_longitude","effort","effort_units","tow_duration","species_tsn","common_name","scientific_name","lhs_code","total_catch_number","total_catch_weight"
"239",2004,"SS0401",3,20040101136,"60.5-171","CAN","S","S",2,2,"Bering Sea","NBS",2004-09-28 06:02:00,60.4873,-170.9745,NA,NA,NA,NA,NA,NA,2004-09-28 06:32:00,60.4598,-170.9275,0.2544,"km2",30,NA,NA,NA,NA,NA,NA
"240",2004,"SS0401",3,20040101137,"60-168","CAN","S","S",1,1,"Bering Sea","NBS",2004-09-28 16:11:00,59.9958,-168.0213,NA,NA,NA,NA,NA,NA,2004-09-28 16:41:00,59.9755,-168.0552,0.199,"km2",30,164711,"Pacific Cod","Gadus macrocephalus","A0",3,33
"241",2004,"SS0401",3,20040101138,"60-169","CAN","S","S",2,1,"Bering Sea","NBS",2004-09-28 20:10:00,59.9877,-169.0298,NA,NA,NA,NA,NA,NA,2004-09-28 20:40:00,59.9587,-169.0785,0.2696,"km2",30,NA,NA,NA,NA,NA,NA
"242",2004,"SS0401",3,20040101139,"60-170","CAN","S","S",2,2,"Bering Sea","NBS",2004-09-29 00:01:00,59.9878,-170.0498,NA,NA,NA,NA,NA,NA,2004-09-29 00:31:00,59.9628,-170.1102,0.2648,"km2",30,NA,NA,NA,NA,NA,NA
"243",2004,"SS0401",3,20040101140,"60-171","CAN","S","S",2,2,"Bering Sea","NBS",2004-09-29 03:55:00,59.9822,-171.0268,NA,NA,NA,NA,NA,NA,2004-09-29 04:25:00,59.9553,-171.0607,0.2121,"km2",30,NA,NA,NA,NA,NA,NA
"244",2004,"SS0401",3,20040101141,"60-172","CAN","S","S",12,2,"Bering Sea","NBS",2004-09-30 17:35:00,60.0095,-171.9608,NA,NA,NA,NA,NA,NA,2004-09-30 18:05:00,60.0258,-171.8872,0.2782,"km2",30,NA,NA,NA,NA,NA,NA
"245",2004,"SS0401",3,20040101142,"60-173","CAN","S","S",12,2,"Bering Sea","NBS",2004-09-30 22:38:00,59.9963,-172.9647,NA,NA,NA,NA,NA,NA,2004-09-30 23:08:00,59.9932,-172.8988,0.2221,"km2",30,NA,NA,NA,NA,NA,NA
"246",2004,"SS0401",3,20040101143,"59.5-172","CAN","S","S",0,2,"Bering Sea","SEBS",2004-10-01 04:00:00,59.4997,-171.9733,NA,NA,NA,NA,NA,NA,2004-10-01 04:30:00,59.4947,-171.9087,0.2361,"km2",30,NA,NA,NA,NA,NA,NA
"247",2005,"SS0501",3,20050101001,"55.5-163","CAN","S","S",0,1,"Bering Sea","SEBS",2005-08-14 23:22:00,55.5347,-162.9392,NA,NA,NA,NA,NA,NA,2005-08-14 23:52:00,55.5643,-162.8853,0.2878,"km2",30,164711,"Pacific Cod","Gadus macrocephalus","A0",54,252
"248",2005,"SS0501",3,20050101002,"56.5-161","CAN","S","S",0,2,"Bering Sea","SEBS",2005-08-15 15:42:00,56.5328,-160.985,NA,NA,NA,NA,NA,NA,2005-08-15 16:12:00,56.5658,-160.982,0.2157,"km2",30,164711,"Pacific Cod","Gadus macrocephalus","A0",2770,22440
"249",2005,"SS0501",3,20050101003,"57-161","CAN","S","S",0,2,"Bering Sea","SEBS",2005-08-15 19:47:00,57.0035,-161.073,NA,NA,NA,NA,NA,NA,2005-08-15 20:17:00,57.0093,-161.1462,0.2638,"km2",30,164711,"Pacific Cod","Gadus macrocephalus","A0",1145,8460
"250",2005,"SS0501",3,20050101072,"57-168","CAN","S","S",0,2,"Bering Sea","SEBS",2005-09-13 22:58:00,57.0248,-167.9872,NA,NA,NA,NA,NA,NA,2005-09-13 23:28:00,57.0632,-167.9697,0.2936,"km2",30,NA,NA,NA,NA,NA,NA
"251",2005,"SS0501",3,20050101073,"57.5-168","CAN","S","S",0,2,"Bering Sea","SEBS",2005-09-14 02:53:00,57.508,-167.9762,NA,NA,NA,NA,NA,NA,2005-09-14 03:23:00,57.5363,-167.9462,0.2417,"km2",30,NA,NA,NA,NA,NA,NA
"252",2005,"SS0501",3,20050101074,"58-168","CAN","S","S",0,2,"Bering Sea","SEBS",2005-09-14 07:05:00,58.014,-167.9935,NA,NA,NA,NA,NA,NA,2005-09-14 07:35:00,58.0462,-167.9788,0.2493,"km2",30,164711,"Pacific Cod","Gadus macrocephalus","A0",8,110
"253",2005,"SS0501",3,20050101075,"58-169","CAN","S","S",0,2,"Bering Sea","SEBS",2005-09-14 16:13:00,58.0118,-169.0113,NA,NA,NA,NA,NA,NA,2005-09-14 16:43:00,58.0432,-169.0457,0.2658,"km2",30,NA,NA,NA,NA,NA,NA
"254",2005,"SS0501",3,20050101076,"61.5-167","CAN","S","S",3,1,"Bering Sea","NBS",2005-09-17 17:01:00,61.4727,-167.0298,NA,NA,NA,NA,NA,NA,2005-09-17 17:31:00,61.501,-166.9917,0.2531,"km2",30,NA,NA,NA,NA,NA,NA
"255",2005,"SS0501",3,20050101077,"62-167","CAN","S","S",3,1,"Bering Sea","NBS",2005-09-17 21:11:00,62.022,-166.991,NA,NA,NA,NA,NA,NA,2005-09-17 21:41:00,62.06,-166.9735,0.2767,"km2",30,NA,NA,NA,NA,NA,NA
"256",2005,"SS0501",3,20050101078,"62.5-167","CAN","S","S",3,1,"Bering Sea","NBS",2005-09-18 00:48:00,62.5237,-167.005,NA,NA,NA,NA,NA,NA,2005-09-18 01:18:00,62.5645,-167.0158,0.3093,"km2",30,NA,NA,NA,NA,NA,NA
"257",2005,"SS0501",3,20050101079,"63-167","CAN","S","S",5,1,"Bering Sea","NBS",2005-09-18 04:18:00,63.0212,-167.021,NA,NA,NA,NA,NA,NA,2005-09-18 04:48:00,63.056,-167.0603,0.2942,"km2",30,NA,NA,NA,NA,NA,NA
"258",2005,"SS0501",3,20050101080,"63-168","CAN","S","S",5,1,"Bering Sea","NBS",2005-09-18 16:13:00,62.9922,-168.0358,NA,NA,NA,NA,NA,NA,2005-09-18 16:43:00,62.978,-168.103,0.2396,"km2",30,NA,NA,NA,NA,NA,NA
"259",2005,"SS0501",3,20050101081,"63.5-168","CAN","S","S",5,1,"Bering Sea","NBS",2005-09-18 20:41:00,63.483,-168.0027,NA,NA,NA,NA,NA,NA,2005-09-18 21:11:00,63.447,-168.0297,0.278,"km2",30,NA,NA,NA,NA,NA,NA
"260",2005,"SS0501",3,20050101082,"63.5-167","CAN","S","S",5,1,"Bering Sea","NBS",2005-09-19 00:30:00,63.5012,-166.9533,NA,NA,NA,NA,NA,NA,2005-09-19 01:00:00,63.5002,-166.8755,0.2613,"km2",30,NA,NA,NA,NA,NA,NA
"261",2005,"SS0501",3,20050101083,"63.5-166","CAN","S","S",5,1,"Bering Sea","NBS",2005-09-19 03:51:00,63.4865,-165.9827,NA,NA,NA,NA,NA,NA,2005-09-19 04:21:00,63.4612,-165.9405,0.2374,"km2",30,NA,NA,NA,NA,NA,NA
"262",2005,"SS0501",3,20050101084,"64.25-164","CAN","S","S",6,1,"Bering Sea","NBS",2005-09-21 03:46:00,64.1253,-163.9782,NA,NA,NA,NA,NA,NA,2005-09-21 04:16:00,64.1605,-163.9848,0.2621,"km2",30,NA,NA,NA,NA,NA,NA
"263",2005,"SS0501",3,20050101085,"63-172","CAN","S","S",12,2,"Bering Sea","NBS",2005-09-24 15:52:00,63.0025,-171.9502,NA,NA,NA,NA,NA,NA,2005-09-24 16:11:00,63.0117,-171.9033,0.1698,"km2",19,NA,NA,NA,NA,NA,NA
"264",2005,"SS0501",3,20050101086,"62.5-172","CAN","S","S",12,1,"Bering Sea","NBS",2005-09-25 15:35:00,62.5063,-171.9602,NA,NA,NA,NA,NA,NA,2005-09-25 16:05:00,62.5195,-171.8935,0.252,"km2",30,NA,NA,NA,NA,NA,NA
"265",2005,"SS0501",3,20050101087,"62.5-171","CAN","S","S",4,1,"Bering Sea","NBS",2005-09-25 19:36:00,62.5123,-170.9805,NA,NA,NA,NA,NA,NA,2005-09-25 20:06:00,62.5377,-170.9338,0.2479,"km2",30,NA,NA,NA,NA,NA,NA
"266",2005,"SS0501",3,20050101088,"62.5-170","CAN","S","S",4,1,"Bering Sea","NBS",2005-09-25 23:54:00,62.5338,-169.9483,NA,NA,NA,NA,NA,NA,2005-09-26 00:24:00,62.5662,-169.8937,0.3087,"km2",30,NA,NA,NA,NA,NA,NA
"267",2005,"SS0501",3,20050101089,"62.5-169","CAN","S","S",4,1,"Bering Sea","NBS",2005-09-26 03:30:00,62.515,-168.9742,NA,NA,NA,NA,NA,NA,2005-09-26 04:00:00,62.5457,-168.9365,0.2626,"km2",30,NA,NA,NA,NA,NA,NA
"268",2005,"SS0501",3,20050101090,"62.5-168","CAN","S","S",3,1,"Bering Sea","NBS",2005-09-26 15:21:00,62.4773,-167.9983,NA,NA,NA,NA,NA,NA,2005-09-26 15:51:00,62.4403,-167.9958,0.271,"km2",30,NA,NA,NA,NA,NA,NA
"269",2005,"SS0501",3,20050101091,"62-168","CAN","S","S",3,1,"Bering Sea","NBS",2005-09-26 19:28:00,62.0178,-167.9945,NA,NA,NA,NA,NA,NA,2005-09-26 19:58:00,62.0527,-167.971,0.2754,"km2",30,164711,"Pacific Cod","Gadus macrocephalus","A0",3,44
"270",2005,"SS0501",3,20050101092,"62-169","CAN","S","S",4,1,"Bering Sea","NBS",2005-09-27 00:00:01,62.0018,-169.0373,NA,NA,NA,NA,NA,NA,2005-09-27 00:30:00,61.9995,-169.1057,0.2396,"km2",29.9833333333333,NA,NA,NA,NA,NA,NA
"271",2005,"SS0501",3,20050101093,"62-170","CAN","S","S",4,1,"Bering Sea","NBS",2005-09-27 03:55:00,61.9893,-170.0232,NA,NA,NA,NA,NA,NA,2005-09-27 04:25:00,61.9627,-170.0662,0.2513,"km2",30,NA,NA,NA,NA,NA,NA
"272",2005,"SS0501",3,20050101094,"62-171","CAN","S","S",4,1,"Bering Sea","NBS",2005-09-27 16:16:00,61.982,-171.0237,NA,NA,NA,NA,NA,NA,2005-09-27 16:46:00,61.9525,-171.0653,0.2375,"km2",30,NA,NA,NA,NA,NA,NA
"273",2005,"SS0501",3,20050101095,"62-172","CAN","S","S",12,1,"Bering Sea","NBS",2005-09-27 20:23:00,61.9865,-172.0258,NA,NA,NA,NA,NA,NA,2005-09-27 20:53:00,61.9537,-172.0535,0.2619,"km2",30,NA,NA,NA,NA,NA,NA
"274",2005,"SS0501",3,20050101096,"61.5-172","CAN","S","S",12,2,"Bering Sea","NBS",2005-09-28 00:17:00,61.4842,-172.01,NA,NA,NA,NA,NA,NA,2005-09-28 00:47:00,61.4525,-172.0337,0.2533,"km2",30,NA,NA,NA,NA,NA,NA
"275",2005,"SS0501",3,20050101097,"61.5-171","CAN","S","S",4,1,"Bering Sea","NBS",2005-09-28 04:56:00,61.4815,-170.9842,NA,NA,NA,NA,NA,NA,2005-09-28 05:26:00,61.4442,-170.9688,0.2783,"km2",30,164711,"Pacific Cod","Gadus macrocephalus","A0",1,12
"276",2005,"SS0501",3,20050101098,"61.5-170","CAN","S","S",4,1,"Bering Sea","NBS",2005-09-28 16:55:00,61.4845,-169.9832,NA,NA,NA,NA,NA,NA,2005-09-28 17:25:00,61.4532,-169.943,0.2688,"km2",30,NA,NA,NA,NA,NA,NA
"277",2005,"SS0501",3,20050101099,"61.5-169","CAN","S","S",4,1,"Bering Sea","NBS",2005-09-28 22:20:00,61.4863,-168.9848,NA,NA,NA,NA,NA,NA,2005-09-28 22:50:00,61.4617,-168.9457,0.2261,"km2",30,NA,NA,NA,NA,NA,NA
"278",2005,"SS0501",3,20050101100,"61.5-168","CAN","S","S",3,1,"Bering Sea","NBS",2005-09-29 04:19:00,61.5,-167.9607,NA,NA,NA,NA,NA,NA,2005-09-29 04:49:00,61.4747,-167.906,0.2699,"km2",30,NA,NA,NA,NA,NA,NA
"279",2005,"SS0501",3,20050101101,"61-168","CAN","S","S",1,1,"Bering Sea","NBS",2005-09-29 15:24:00,60.9912,-167.9783,NA,NA,NA,NA,NA,NA,2005-09-29 15:54:00,60.9647,-167.9217,0.2856,"km2",30,NA,NA,NA,NA,NA,NA
"280",2005,"SS0501",3,20050101102,"61-169","CAN","S","S",2,1,"Bering Sea","NBS",2005-09-29 20:35:00,60.988,-168.9793,NA,NA,NA,NA,NA,NA,2005-09-29 21:05:00,60.9643,-168.9322,0.2444,"km2",30,164711,"Pacific Cod","Gadus macrocephalus","A0",1,3
"281",2005,"SS0501",3,20050101103,"61-170","CAN","S","S",2,1,"Bering Sea","NBS",2005-09-30 01:13:00,60.9903,-169.9813,NA,NA,NA,NA,NA,NA,2005-09-30 01:43:00,60.9667,-169.9342,0.2438,"km2",30,NA,NA,NA,NA,NA,NA
"282",2005,"SS0501",3,20050101104,"61-171","CAN","S","S",2,2,"Bering Sea","NBS",2005-09-30 05:46:00,60.9857,-170.9798,NA,NA,NA,NA,NA,NA,2005-09-30 06:16:00,60.9568,-170.9342,0.2665,"km2",30,NA,NA,NA,NA,NA,NA
"283",2005,"SS0501",3,20050101105,"61-172","CAN","S","S",12,2,"Bering Sea","NBS",2005-09-30 15:35:00,60.9847,-172.0082,NA,NA,NA,NA,NA,NA,2005-09-30 16:05:00,60.9498,-172.011,0.2557,"km2",30,NA,NA,NA,NA,NA,NA
"284",2005,"SS0501",3,20050101006,"58-159","CAN","S","S",0,1,"Bering Sea","SEBS",2005-08-16 19:38:00,58.0123,-159.0382,NA,NA,NA,NA,NA,NA,2005-08-16 20:08:00,58.0237,-159.1017,0.2434,"km2",30,164711,"Pacific Cod","Gadus macrocephalus","A0",6,24
"285",2005,"SS0501",3,20050101007,"58-160","CAN","S","S",0,1,"Bering Sea","SEBS",2005-08-16 23:32:00,57.998,-160.0583,NA,NA,NA,NA,NA,NA,2005-08-17 00:02:00,57.9957,-160.127,0.2715,"km2",30,NA,NA,NA,NA,NA,NA
"286",2005,"SS0501",3,20050101008,"57.5-160","CAN","S","S",0,2,"Bering Sea","SEBS",2005-08-17 03:47:00,57.5163,-160.0105,NA,NA,NA,NA,NA,NA,2005-08-17 04:07:00,57.5378,-160.042,0.1852,"km2",20,164711,"Pacific Cod","Gadus macrocephalus","A0",15,100
"287",2004,"SS0401",3,20040101083,"64-163","CAN","S","S",6,1,"Bering Sea","NBS",2004-09-11 04:04:00,64.1063,-163.0517,NA,NA,NA,NA,NA,NA,2004-09-11 04:34:00,64.103,-163.1257,0.2279,"km2",30,NA,NA,NA,NA,NA,NA
"288",2004,"SS0401",3,20040101084,"64-166","CAN","S","S",8,1,"Bering Sea","NBS",2004-09-11 15:26:00,64.02,-166.0242,NA,NA,NA,NA,NA,NA,2004-09-11 15:56:00,63.9893,-165.9898,0.2365,"km2",30,NA,NA,NA,NA,NA,NA
"289",2004,"SS0401",3,20040101085,"64-167","CAN","S","S",8,1,"Bering Sea","NBS",2004-09-11 20:09:00,63.9957,-167.0075,NA,NA,NA,NA,NA,NA,2004-09-11 20:39:00,63.9617,-166.992,0.2397,"km2",30,NA,NA,NA,NA,NA,NA
"290",2004,"SS0401",3,20040101086,"64-168","CAN","S","S",8,1,"Bering Sea","NBS",2004-09-12 00:56:00,63.981,-167.9892,NA,NA,NA,NA,NA,NA,2004-09-12 01:26:00,63.9488,-167.9625,0.2404,"km2",30,NA,NA,NA,NA,NA,NA
"291",2004,"SS0401",3,20040101087,"64-169","CAN","S","S",9,1,"Bering Sea","NBS",2004-09-12 15:38:00,64.0085,-168.9888,NA,NA,NA,NA,NA,NA,2004-09-12 16:08:00,63.9802,-168.9433,0.2373,"km2",30,NA,NA,NA,NA,NA,NA
"292",2004,"SS0401",3,20040101088,"64-170","CAN","S","S",9,1,"Bering Sea","NBS",2004-09-12 20:46:00,64.013,-170.0022,NA,NA,NA,NA,NA,NA,2004-09-12 21:16:00,63.9818,-169.9612,0.2526,"km2",30,NA,NA,NA,NA,NA,NA
"293",2004,"SS0401",3,20040101089,"64-171","CAN","S","S",9,1,"Bering Sea","NBS",2004-09-13 01:57:00,64.0195,-171.0172,NA,NA,NA,NA,NA,NA,2004-09-13 02:27:00,63.986,-170.9922,0.2437,"km2",30,NA,NA,NA,NA,NA,NA
"294",2004,"SS0401",3,20040101090,"64-172","CAN","S","S",12,2,"Bering Sea","NBS",2004-09-13 06:07:00,63.9937,-171.9992,NA,NA,NA,NA,NA,NA,2004-09-13 06:37:00,63.9748,-172.0202,0.1454,"km2",30,NA,NA,NA,NA,NA,NA
"295",2004,"SS0401",3,20040101091,"63-174","CAN","S","S",12,2,"Bering Sea","NBS",2004-09-13 15:29:00,62.9978,-173.9435,NA,NA,NA,NA,NA,NA,2004-09-13 15:59:00,62.9987,-173.866,0.2255,"km2",30,NA,NA,NA,NA,NA,NA
"296",2004,"SS0401",3,20040101092,"63-173","CAN","S","S",12,2,"Bering Sea","NBS",2004-09-13 19:03:00,62.9965,-172.9397,NA,NA,NA,NA,NA,NA,2004-09-13 19:33:00,62.9955,-172.8667,0.2293,"km2",30,NA,NA,NA,NA,NA,NA
"297",2004,"SS0401",3,20040101093,"63-172","CAN","S","S",12,2,"Bering Sea","NBS",2004-09-13 22:25:00,63.0022,-171.9458,NA,NA,NA,NA,NA,NA,2004-09-13 22:55:00,63.0047,-171.8698,0.2377,"km2",30,164711,"Pacific Cod","Gadus macrocephalus","A0",3,14
"298",2004,"SS0401",3,20040101094,"63-171","CAN","S","S",5,1,"Bering Sea","NBS",2004-09-14 01:50:00,62.9872,-170.9795,NA,NA,NA,NA,NA,NA,2004-09-14 02:20:00,62.9658,-170.9257,0.2246,"km2",30,164711,"Pacific Cod","Gadus macrocephalus","A0",2,15
"299",2004,"SS0401",3,20040101095,"63-169","CAN","S","S",5,1,"Bering Sea","NBS",2004-09-14 15:23:00,62.9822,-168.9803,NA,NA,NA,NA,NA,NA,2004-09-14 15:53:00,62.9537,-168.9442,0.2294,"km2",30,164711,"Pacific Cod","Gadus macrocephalus","A0",3,14
"300",2004,"SS0401",3,20040101096,"63-168","CAN","S","S",5,1,"Bering Sea","NBS",2004-09-14 19:23:00,63.0282,-168.0243,NA,NA,NA,NA,NA,NA,2004-09-14 19:53:00,62.9947,-167.9983,0.2528,"km2",30,NA,NA,NA,NA,NA,NA
"301",2004,"SS0401",3,20040101097,"63-167","CAN","S","S",5,1,"Bering Sea","NBS",2004-09-14 23:33:00,63.0197,-167.0245,NA,NA,NA,NA,NA,NA,2004-09-15 00:03:00,62.981,-167.016,0.2689,"km2",30,NA,NA,NA,NA,NA,NA
"302",2004,"SS0401",3,20040101098,"63-166","CAN","S","S",5,1,"Bering Sea","NBS",2004-09-15 04:51:00,63.0617,-165.8383,NA,NA,NA,NA,NA,NA,2004-09-15 05:21:00,63.0262,-165.8152,0.2506,"km2",30,NA,NA,NA,NA,NA,NA
"303",2004,"SS0401",3,20040101099,"63.5-166","CAN","S","S",5,1,"Bering Sea","NBS",2004-09-15 15:32:00,63.5082,-166.0063,NA,NA,NA,NA,NA,NA,2004-09-15 16:02:00,63.4763,-165.9977,0.2222,"km2",30,NA,NA,NA,NA,NA,NA
"304",2004,"SS0401",3,20040101100,"63.5-167","CAN","S","S",5,1,"Bering Sea","NBS",2004-09-15 19:28:00,63.4845,-166.9837,NA,NA,NA,NA,NA,NA,2004-09-15 19:58:00,63.4532,-166.9472,0.2476,"km2",30,NA,NA,NA,NA,NA,NA
"305",2004,"SS0401",3,20040101101,"63.5-168","CAN","S","S",5,1,"Bering Sea","NBS",2004-09-15 23:43:00,63.4793,-167.9792,NA,NA,NA,NA,NA,NA,2004-09-16 00:13:00,63.4448,-167.9375,0.2711,"km2",30,NA,NA,NA,NA,NA,NA
"306",2004,"SS0401",3,20040101102,"63.5-169","CAN","S","S",5,1,"Bering Sea","NBS",2004-09-16 04:13:00,63.5547,-168.9627,NA,NA,NA,NA,NA,NA,2004-09-16 04:43:00,63.5203,-168.9507,0.2393,"km2",30,NA,NA,NA,NA,NA,NA
"307",2004,"SS0401",3,20040101103,"62.5-167","CAN","S","S",3,1,"Bering Sea","NBS",2004-09-16 15:37:00,62.5102,-167.0223,NA,NA,NA,NA,NA,NA,2004-09-16 16:07:00,62.4787,-166.9927,0.2352,"km2",30,NA,NA,NA,NA,NA,NA
"308",2004,"SS0401",3,20040101104,"62.5-168","CAN","S","S",3,1,"Bering Sea","NBS",2004-09-16 19:52:00,62.4855,-167.9797,NA,NA,NA,NA,NA,NA,2004-09-16 20:22:00,62.4537,-167.929,0.2812,"km2",30,NA,NA,NA,NA,NA,NA
"309",2004,"SS0401",3,20040101105,"62.5-169","CAN","S","S",4,1,"Bering Sea","NBS",2004-09-17 00:08:00,62.488,-169.0353,NA,NA,NA,NA,NA,NA,2004-09-17 00:38:00,62.4592,-169.0832,0.2548,"km2",30,NA,NA,NA,NA,NA,NA
"310",2004,"SS0401",3,20040101106,"62.5-170","CAN","S","S",4,1,"Bering Sea","NBS",2004-09-17 03:44:00,62.511,-170.0505,NA,NA,NA,NA,NA,NA,2004-09-17 04:14:00,62.5232,-170.1312,0.2669,"km2",30,NA,NA,NA,NA,NA,NA
"311",2004,"SS0401",3,20040101107,"62.5-171","CAN","S","S",4,1,"Bering Sea","NBS",2004-09-17 15:30:00,62.511,-171.0683,NA,NA,NA,NA,NA,NA,2004-09-17 16:00:00,62.5248,-171.1433,0.2652,"km2",30,NA,NA,NA,NA,NA,NA
"312",2004,"SS0401",3,20040101108,"62.5-172","CAN","S","S",12,1,"Bering Sea","NBS",2004-09-17 18:54:00,62.5098,-172.0353,NA,NA,NA,NA,NA,NA,2004-09-17 19:24:00,62.5247,-172.1035,0.25,"km2",30,NA,NA,NA,NA,NA,NA
"313",2004,"SS0401",3,20040101109,"62.5-173","CAN","S","S",12,2,"Bering Sea","NBS",2004-09-17 22:43:00,62.5053,-173.0387,NA,NA,NA,NA,NA,NA,2004-09-17 23:13:00,62.5107,-173.1085,0.2398,"km2",30,164711,"Pacific Cod","Gadus macrocephalus","A0",2,22
"314",2004,"SS0401",3,20040101110,"62.5-174","CAN","S","S",12,2,"Bering Sea","NBS",2004-09-18 02:37:00,62.5053,-174.0428,NA,NA,NA,NA,NA,NA,2004-09-18 03:07:00,62.5128,-174.117,0.2424,"km2",30,NA,NA,NA,NA,NA,NA
"315",2004,"SS0401",3,20040101111,"62-174","CAN","S","S",12,2,"Bering Sea","NBS",2004-09-19 15:44:00,62.0038,-174.0103,NA,NA,NA,NA,NA,NA,2004-09-19 16:14:00,61.9768,-174.0582,0.2465,"km2",30,NA,NA,NA,NA,NA,NA
"316",2004,"SS0401",3,20040101112,"62-173","CAN","S","S",12,2,"Bering Sea","NBS",2004-09-19 20:20:00,61.9897,-173.0125,NA,NA,NA,NA,NA,NA,2004-09-19 20:50:00,61.9602,-173.0248,0.2078,"km2",30,NA,NA,NA,NA,NA,NA
"317",2004,"SS0401",3,20040101113,"62-172","CAN","S","S",12,1,"Bering Sea","NBS",2004-09-20 00:36:00,61.9743,-172.0048,NA,NA,NA,NA,NA,NA,2004-09-20 01:06:00,61.9378,-172.003,0.2524,"km2",30,NA,NA,NA,NA,NA,NA
"318",2004,"SS0401",3,20040101114,"62-171","CAN","S","S",4,1,"Bering Sea","NBS",2004-09-20 04:52:00,61.9758,-171.014,NA,NA,NA,NA,NA,NA,2004-09-20 05:22:00,61.9388,-171.0225,0.2588,"km2",30,NA,NA,NA,NA,NA,NA
"319",2004,"SS0401",3,20040101115,"62-170","CAN","S","S",4,1,"Bering Sea","NBS",2004-09-20 15:29:00,61.9955,-169.9717,NA,NA,NA,NA,NA,NA,2004-09-20 15:59:00,61.9932,-169.9062,0.2226,"km2",30,NA,NA,NA,NA,NA,NA
"320",2004,"SS0401",3,20040101116,"62-169","CAN","S","S",4,1,"Bering Sea","NBS",2004-09-20 20:13:00,62.0065,-168.8223,NA,NA,NA,NA,NA,NA,2004-09-20 20:43:00,62.0095,-168.7463,0.2475,"km2",30,NA,NA,NA,NA,NA,NA
"321",2004,"SS0401",3,20040101117,"62-168","CAN","S","S",3,1,"Bering Sea","NBS",2004-09-20 23:14:00,62.0037,-167.9447,NA,NA,NA,NA,NA,NA,2004-09-20 23:44:00,62.0117,-167.8573,0.2975,"km2",30,NA,NA,NA,NA,NA,NA
"322",2004,"SS0401",3,20040101118,"62-167","CAN","S","S",3,1,"Bering Sea","NBS",2004-09-21 02:50:00,61.9937,-167.054,NA,NA,NA,NA,NA,NA,2004-09-21 03:20:00,62.0102,-166.9853,0.2505,"km2",30,NA,NA,NA,NA,NA,NA
"323",2004,"SS0401",3,20040101119,"61.5-167","CAN","S","S",3,1,"Bering Sea","NBS",2004-09-21 15:39:00,61.4925,-167.1077,NA,NA,NA,NA,NA,NA,2004-09-21 16:09:00,61.5112,-167.0482,0.2385,"km2",30,NA,NA,NA,NA,NA,NA
"324",2005,"SS0501",3,20050101054,"55.5-168","CAN","S","S",0,4,"Bering Sea","SEBS",2005-09-05 01:10:00,55.515,-167.9772,NA,NA,NA,NA,NA,NA,2005-09-05 01:40:00,55.548,-167.9382,0.2987,"km2",30,NA,NA,NA,NA,NA,NA
"325",2005,"SS0501",3,20050101055,"55-167","CAN","S","S",0,4,"Bering Sea","SEBS",2005-09-05 15:55:00,55.0148,-166.9747,NA,NA,NA,NA,NA,NA,2005-09-05 16:25:00,55.0377,-166.9205,0.2904,"km2",30,164711,"Pacific Cod","Gadus macrocephalus","A0",5,16
"326",2005,"SS0501",3,20050101056,"55.5-167","CAN","S","S",0,4,"Bering Sea","SEBS",2005-09-05 20:45:00,55.5033,-166.975,NA,NA,NA,NA,NA,NA,2005-09-05 21:15:00,55.5263,-166.9325,0.2505,"km2",30,164711,"Pacific Cod","Gadus macrocephalus","A0",19,89
"327",2005,"SS0501",3,20050101057,"56-167","CAN","S","S",0,4,"Bering Sea","SEBS",2005-09-06 01:13:00,56.0117,-166.9742,NA,NA,NA,NA,NA,NA,2005-09-06 01:43:00,56.0388,-166.9325,0.2689,"km2",30,164711,"Pacific Cod","Gadus macrocephalus","A0",12,35
"328",2005,"SS0501",3,20050101058,"56.5-167","CAN","S","S",0,4,"Bering Sea","SEBS",2005-09-06 05:34:00,56.5132,-166.9665,NA,NA,NA,NA,NA,NA,2005-09-06 06:04:00,56.5412,-166.9198,0.2847,"km2",30,NA,NA,NA,NA,NA,NA
"329",2005,"SS0501",3,20050101059,"57-167","CAN","S","S",0,2,"Bering Sea","SEBS",2005-09-06 15:38:00,57.0148,-166.9825,NA,NA,NA,NA,NA,NA,2005-09-06 16:08:00,57.0443,-166.9447,0.2633,"km2",30,164711,"Pacific Cod","Gadus macrocephalus","A0",7,56
"330",2005,"SS0501",3,20050101060,"57.5-167","CAN","S","S",0,2,"Bering Sea","SEBS",2005-09-06 19:35:00,57.5158,-166.9732,NA,NA,NA,NA,NA,NA,2005-09-06 20:05:00,57.544,-166.9293,0.2728,"km2",30,164711,"Pacific Cod","Gadus macrocephalus","A0",589,2780
"331",2005,"SS0501",3,20050101061,"58-167","CAN","S","S",0,2,"Bering Sea","SEBS",2005-09-06 23:28:00,58.001,-166.9762,NA,NA,NA,NA,NA,NA,2005-09-06 23:58:00,58.0073,-166.9332,0.1755,"km2",30,NA,NA,NA,NA,NA,NA
"332",2005,"SS0501",3,20050101062,"58.5-167","CAN","S","S",0,1,"Bering Sea","SEBS",2005-09-07 03:46:00,58.485,-166.9903,NA,NA,NA,NA,NA,NA,2005-09-07 04:16:00,58.461,-166.9518,0.2357,"km2",30,NA,NA,NA,NA,NA,NA
