"","X","sample_year","haul_date","cruise_id","event_code","station_id","gear","gear_performance","tow_type","nbs_strata","master_station_name","oceanographic_domain","large_marine_ecosystem","region","eq_latitude","eq_longitude","event.notes","species_tsn","common_name","scientific_name","lhs_code","salmon_maturity","sex","length","length_type","weight","scale_card_number","scale_card_position","otolith_number","stomach_flag","genetic_number","genetic_flag","notes","fish_number","scale_position_pref_code","gonad_weight","caloric_number","isotope_number","stomach_number","barcode","fat_meter"
"2136",2136,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",80,"TL",NA,NA,NA,NA,0,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA
"2137",2137,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",90,"TL",NA,NA,NA,NA,0,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA
"2138",2138,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",90,"TL",NA,NA,NA,NA,0,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA
"2139",2139,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",90,"TL",NA,NA,NA,NA,0,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA
"2140",2140,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",90,"TL",NA,NA,NA,NA,0,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA
"2141",2141,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",90,"TL",NA,NA,NA,NA,0,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA
"2142",2142,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",90,"TL",NA,NA,NA,NA,0,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA
"2143",2143,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",90,"TL",NA,NA,NA,NA,0,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA
"2144",2144,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",90,"TL",NA,NA,NA,NA,0,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA
"2145",2145,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",90,"TL",NA,NA,NA,NA,0,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA
"2146",2146,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",90,"TL",NA,NA,NA,NA,0,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA
"2147",2147,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",90,"TL",NA,NA,NA,NA,0,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA
"2148",2148,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",100,"TL",NA,NA,NA,NA,0,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA
"2149",2149,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",100,"TL",NA,NA,NA,NA,0,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA
"2150",2150,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",100,"TL",NA,NA,NA,NA,0,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA
"2151",2151,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",100,"TL",NA,NA,NA,NA,0,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
"2152",2152,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",100,"TL",NA,NA,NA,NA,0,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA
"2153",2153,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",100,"TL",NA,NA,NA,NA,0,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA
"2154",2154,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",100,"TL",NA,NA,NA,NA,0,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA
"2155",2155,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",100,"TL",NA,NA,NA,NA,0,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA
"2156",2156,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",100,"TL",NA,NA,NA,NA,0,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA
"2157",2157,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",100,"TL",NA,NA,NA,NA,0,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA
"2158",2158,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",100,"TL",NA,NA,NA,NA,0,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA
"2159",2159,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",100,"TL",NA,NA,NA,NA,0,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA
"2160",2160,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",100,"TL",NA,NA,NA,NA,0,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA
"2161",2161,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",100,"TL",NA,NA,NA,NA,0,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA
"2162",2162,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",100,"TL",NA,NA,NA,NA,0,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA
"2163",2163,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",100,"TL",NA,NA,NA,NA,0,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA
"2164",2164,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",100,"TL",NA,NA,NA,NA,0,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA
"2165",2165,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",100,"TL",NA,NA,NA,NA,0,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA
"2166",2166,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",100,"TL",NA,NA,NA,NA,0,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA
"2167",2167,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",100,"TL",NA,NA,NA,NA,0,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA
"2168",2168,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",110,"TL",NA,NA,NA,NA,0,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA
"2169",2169,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",110,"TL",NA,NA,NA,NA,0,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA
"2170",2170,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",110,"TL",NA,NA,NA,NA,0,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA
"2171",2171,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",110,"TL",NA,NA,NA,NA,0,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA
"2172",2172,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",110,"TL",NA,NA,NA,NA,0,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA
"2173",2173,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",110,"TL",NA,NA,NA,NA,0,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
"2174",2174,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",110,"TL",NA,NA,NA,NA,0,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA
"2175",2175,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",110,"TL",NA,NA,NA,NA,0,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA
"2176",2176,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",110,"TL",NA,NA,NA,NA,0,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA
"2177",2177,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",110,"TL",NA,NA,NA,NA,0,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA
"2178",2178,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",110,"TL",NA,NA,NA,NA,0,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA
"2179",2179,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",110,"TL",NA,NA,NA,NA,0,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA
"2180",2180,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",110,"TL",NA,NA,NA,NA,0,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA
"2181",2181,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",110,"TL",NA,NA,NA,NA,0,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA
"2182",2182,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",110,"TL",NA,NA,NA,NA,0,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA
"2183",2183,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",110,"TL",NA,NA,NA,NA,0,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA
"2184",2184,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",110,"TL",NA,NA,NA,NA,0,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA
"2185",2185,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",110,"TL",NA,NA,NA,NA,0,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA
"2186",2186,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",110,"TL",NA,NA,NA,NA,0,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA
"2187",2187,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",110,"TL",NA,NA,NA,NA,0,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA
"2188",2188,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",110,"TL",NA,NA,NA,NA,0,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA
"2189",2189,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",110,"TL",NA,NA,NA,NA,0,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA
"2190",2190,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",110,"TL",NA,NA,NA,NA,0,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA
"2191",2191,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",110,"TL",NA,NA,NA,NA,0,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA
"2192",2192,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",120,"TL",NA,NA,NA,NA,0,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA
"2193",2193,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",120,"TL",NA,NA,NA,NA,0,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA
"2194",2194,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",120,"TL",NA,NA,NA,NA,0,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA
"2195",2195,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",120,"TL",NA,NA,NA,NA,0,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA
"2196",2196,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",120,"TL",NA,NA,NA,NA,0,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA
"2197",2197,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",120,"TL",NA,NA,NA,NA,0,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA
"2198",2198,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",120,"TL",NA,NA,NA,NA,0,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA
"2199",2199,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",120,"TL",NA,NA,NA,NA,0,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA
"2200",2200,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",120,"TL",NA,NA,NA,NA,0,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA
"2201",2201,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",120,"TL",NA,NA,NA,NA,0,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA
"2202",2202,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",120,"TL",NA,NA,NA,NA,0,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA
"2203",2203,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",120,"TL",NA,NA,NA,NA,0,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA
"2204",2204,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",120,"TL",NA,NA,NA,NA,0,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA
"2205",2205,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",130,"TL",NA,NA,NA,NA,0,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA
"2206",2206,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",130,"TL",NA,NA,NA,NA,0,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA
"2207",2207,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",130,"TL",NA,NA,NA,NA,0,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA
"2208",2208,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",130,"TL",NA,NA,NA,NA,0,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA
"2209",2209,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",130,"TL",NA,NA,NA,NA,0,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA
"2210",2210,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",130,"TL",NA,NA,NA,NA,0,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,NA
"2211",2211,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",130,"TL",NA,NA,NA,NA,0,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA
"2212",2212,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",130,"TL",NA,NA,NA,NA,0,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA
"2213",2213,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",140,"TL",NA,NA,NA,NA,0,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA
"2214",2214,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",120,"TL",NA,NA,NA,NA,0,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA
"2215",2215,2005,"2005-08-22","SS0501",3,20050101027,"CAN","S","S",0,"57.5-165",2,"Bering Sea","SEBS",57.5365,-164.9847,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",130,"TL",NA,NA,NA,NA,0,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA
"2216",2216,2005,"2005-08-22","SS0501",3,20050101028,"CAN","S","S",0,"58-165",1,"Bering Sea","SEBS",58.0227,-164.9763,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",70,"TL",NA,NA,NA,NA,0,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA
"2217",2217,2005,"2005-08-22","SS0501",3,20050101028,"CAN","S","S",0,"58-165",1,"Bering Sea","SEBS",58.0227,-164.9763,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",70,"TL",NA,NA,NA,NA,0,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA
"2218",2218,2005,"2005-08-22","SS0501",3,20050101028,"CAN","S","S",0,"58-165",1,"Bering Sea","SEBS",58.0227,-164.9763,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",70,"TL",NA,NA,NA,NA,0,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
"2219",2219,2005,"2005-08-22","SS0501",3,20050101028,"CAN","S","S",0,"58-165",1,"Bering Sea","SEBS",58.0227,-164.9763,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",70,"TL",NA,NA,NA,NA,0,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA
"2220",2220,2005,"2005-08-22","SS0501",3,20050101028,"CAN","S","S",0,"58-165",1,"Bering Sea","SEBS",58.0227,-164.9763,NA,164711,"Pacific Cod","Gadus macrocephalus","A0",NA,"U",70,"TL",NA,NA,NA,NA,0,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA
